congress|bill_number|bill_type|policy_area|sponsor_name|sponsor_lastname|sponsor_state|sponsor_party
115|2937|hr|Environmental Protection|Darin|LaHood|IL|R
115|2316|hr|Public Lands and Natural Resources|Glenn|Thompson|PA|R
115|3873|hr|Public Lands and Natural Resources|Greg|Gianforte|MT|R
115|3847|hr|Native Americans|Jared|Huffman|CA|D
115|3901|hr|Transportation and Public Works|Mark|DeSaulnier|CA|D
115|3936|hr|Finance and Financial Sector|MAXINE|WATERS|CA|D
115|3925|hr|Taxation|JANICE|SCHAKOWSKY|IL|D
115|3934|hr|Social Welfare|DANA|ROHRABACHER|CA|R
115|3915|hr|Finance and Financial Sector|FRANK|LUCAS|OK|R
115|3933|hr|Armed Forces and National Security|James|Renacci|OH|R
115|3902|hr|Taxation|Mike|Bishop|MI|R
115|3910|hr|Taxation|RICHARD|NEAL|MA|D
115|3912|hr|Taxation|Jackie|Walorski|IN|R
115|3908|hr|Education|JOHN|LEWIS|GA|D
115|3909|hr|International Affairs|JOHN|LEWIS|GA|D
115|3907|hr|Government Operations and Politics|Doug|LaMalfa|CA|R
115|3894|hr|Animals|Raúl|Grijalva|AZ|D
115|3823|hr|Taxation|KEVIN|BRADY|TX|R
115|3819|hr|Armed Forces and National Security|Brian|Mast|FL|R
115|3842|hr|Health|TIM|RYAN|OH|D
115|3839|hr|Economics and Public Finance|Robin|Kelly|IL|D
115|3829|hr|Energy|Darren|Soto|FL|D
115|3826|hr|Health|Lois|Frankel|FL|D
115|3820|hr|Health|Patrick|Meehan|PA|R
115|3888|hr|Health|Lloyd|Smucker|PA|R
115|3880|hr|Health|FRANK|PALLONE|NJ|D
115|3877|hr|Health|Michelle|Lujan Grisham|NM|D
115|3872|hr|Energy|Greg|Gianforte|MT|R
115|3867|hr|Health|Markwayne|Mullin|OK|R
115|3862|hr|Health|G. K.|Butterfield|NC|D
115|3850|hr|Commerce|Brian|Fitzpatrick|PA|R
115|3889|hr|Transportation and Public Works|Claudia|Tenney|NY|R
115|3882|hr|Transportation and Public Works|WILLIAM|PASCRELL|NJ|D
115|3811|hr|Crime and Law Enforcement|Theodore|Deutch|FL|D
115|3800|hr|Crime and Law Enforcement|MAXINE|WATERS|CA|D
115|3799|hr|Crime and Law Enforcement|MAXINE|WATERS|CA|D
115|3775|hr|Immigration|LAMAR|SMITH|TX|R
115|1196|hr|International Affairs|Lee|Zeldin|NY|R
115|2824|hr|Social Welfare|Adrian|Smith|NE|R
115|2792|hr|Social Welfare|Kristi|Noem|SD|R
115|3865|hr|Armed Forces and National Security|Jackie|Speier|CA|D
115|3852|hr|Transportation and Public Works|Grace|Meng|NY|D
115|3229|hr|Government Operations and Politics|Hakeem|Jeffries|NY|D
115|3866|hr|Finance and Financial Sector|Vicente|Gonzalez|TX|D
115|3871|hr|Agriculture and Food|John|Faso|NY|R
115|3878|hr|Finance and Financial Sector|Ben|Lujan|NM|D
115|3874|hr|Armed Forces and National Security|Derek|Kilmer|WA|D
115|3892|hr|Taxation|Jackie|Walorski|IN|R
115|3884|hr|Crime and Law Enforcement|Thomas|Rooney|FL|R
115|3881|hr|Emergency Management|WILLIAM|PASCRELL|NJ|D
115|3886|hr|Taxation|Austin|Scott|GA|R
115|3879|hr|Government Operations and Politics|Tom|O'Halleran|AZ|D
115|3860|hr|Taxation|Patrick|McHenry|NC|R
115|3876|hr|Government Operations and Politics|Ted|Lieu|CA|D
115|3870|hr|Education|Suzan|DelBene|WA|D
115|3869|hr|Education|Bradley|Byrne|AL|R
115|3868|hr|Government Operations and Politics|Ted|Budd|NC|R
115|3110|hr|Finance and Financial Sector|Randy|Hultgren|IL|R
115|3849|hr|Foreign Trade and International Finance|Terri|Sewell|AL|D
115|3854|hr|Finance and Financial Sector|Jimmy|Panetta|CA|D
115|3859|hr|Environmental Protection|MAXINE|WATERS|CA|D
115|3858|hr|Transportation and Public Works|MAXINE|WATERS|CA|D
115|3747|hr|Crime and Law Enforcement|Josh|Gottheimer|NJ|D
115|3745|hr|Housing and Community Development|Brenda|Lawrence|MI|D
115|3354|hr|Economics and Public Finance|KEN|CALVERT|CA|R
115|3650|hr|Native Americans|Robert|Pittenger|NC|R
115|2023|hr|Public Lands and Natural Resources|Garret|Graves|LA|R
115|296|hr|Taxation|Jason|Chaffetz|UT|R
115|2225|hr|Armed Forces and National Security|Steve|Stivers|OH|R
115|1943|hr|Armed Forces and National Security|Steve|King|IA|R
115|1063|hr|Armed Forces and National Security|Beto|O'Rourke|TX|D
115|501|hr|Armed Forces and National Security|Debbie|Dingell|MI|D
115|93|hr|Armed Forces and National Security|Julia|Brownley|CA|D
115|3838|hr|Finance and Financial Sector|Sean|Duffy|WI|R
115|3837|hr|Government Operations and Politics|Theodore|Deutch|FL|D
115|3835|hr|Education|SUSAN|DAVIS|CA|D
115|3836|hr|Education|SUSAN|DAVIS|CA|D
115|3840|hr|Education|Jared|Polis|CO|D
115|3830|hr|Taxation|Blake|Farenthold|TX|R
115|3833|hr|Taxation|Barbara|Comstock|VA|R
115|3831|hr|Education|Scott|Taylor|VA|R
115|2776|hr|Labor and Employment|Tim|Walberg|MI|R
115|2775|hr|Labor and Employment|Joe|Wilson|SC|R
115|986|hr|Native Americans|Todd|Rokita|IN|R
115|3803|hr|Water Resources Development|Mark|Amodei|NV|R
115|3786|hr|Public Lands and Natural Resources|Daniel|Kildee|MI|D
115|3805|hr|Public Lands and Natural Resources|William|Keating|MA|D
115|2199|hr|Public Lands and Natural Resources|Kevin|Cramer|ND|R
115|3827|hr|Labor and Employment|BRAD|SHERMAN|CA|D
115|3825|hr|Labor and Employment|Diane|Black|TN|R
115|3822|hr|Economics and Public Finance|Warren|Davidson|OH|R
115|3817|hr|Health|David|Young|IA|R
115|3816|hr|Commerce|BOBBY|RUSH|IL|D
115|3807|hr|Health|NYDIA|VELAZQUEZ|NY|D
115|3806|hr|Science, Technology, Communications|JAMES|LANGEVIN|RI|D
115|3779|hr|Public Lands and Natural Resources|Anthony|Brown|MD|D
115|3718|hr|Crime and Law Enforcement|Doug|Collins|GA|R
115|3695|hr|Immigration|Beto|O'Rourke|TX|D
115|3689|hr|Immigration|Thomas|MacArthur|NJ|R
115|3676|hr|Civil Rights and Liberties, Minority Issues|WALTER|JONES|NC|R
115|3664|hr|Crime and Law Enforcement|Henry|Johnson|GA|D
115|3647|hr|Immigration|SHEILA|JACKSON LEE|TX|D
115|3644|hr|Crime and Law Enforcement|JAMES|LANGEVIN|RI|D
115|3618|hr|Crime and Law Enforcement|Cedric|Richmond|LA|D
115|3590|hr|Environmental Protection|Raúl|Grijalva|AZ|D
115|2215|hr|Finance and Financial Sector|Ed|Perlmutter|CO|D
115|825|hr|Public Lands and Natural Resources|Paul|Gosar|AZ|R
115|24|hr|Finance and Financial Sector|Thomas|Massie|KY|R
115|3810|hr|International Affairs|Gerald|Connolly|VA|D
115|3812|hr|Taxation|LLOYD|DOGGETT|TX|D
115|3768|hr|Public Lands and Natural Resources|Mike|Quigley|IL|D
115|3802|hr|Economics and Public Finance|HAROLD|ROGERS|KY|R
115|1873|hr|Public Lands and Natural Resources|Doug|LaMalfa|CA|R
115|3753|hr|Government Operations and Politics|ELEANOR|NORTON|DC|D
115|3735|hr|Transportation and Public Works|David|Joyce|OH|R
115|3284|hr|Emergency Management|Brian|Fitzpatrick|PA|R
115|3697|hr|Immigration|Barbara|Comstock|VA|R
115|3668|hr|Public Lands and Natural Resources|Jeff|Duncan|SC|R
115|624|hr|Government Operations and Politics|David|Valadao|CA|R
115|3789|hr|Health|Cedric|Richmond|LA|D
115|3788|hr|Energy|FRANK|PALLONE|NJ|D
115|3787|hr|Science, Technology, Communications|Robert|Latta|OH|R
115|3782|hr|Health|Matt|Cartwright|PA|D
115|3780|hr|Health|Richard|Hudson|NC|R
115|3778|hr|Labor and Employment|Robert|Scott|VA|D
115|3770|hr|Health|Elise|Stefanik|NY|R
115|3767|hr|Health|Billy|Long|MO|R
115|3756|hr|Health|Lisa|Blunt Rochester|DE|D
115|3748|hr|Health|Brian|Higgins|NY|D
115|3730|hr|Health|Lee|Zeldin|NY|R
115|3713|hr|Health|JANICE|SCHAKOWSKY|IL|D
115|3715|hr|Public Lands and Natural Resources|GREG|WALDEN|OR|R
115|3698|hr|Agriculture and Food|JOHN|DUNCAN|TN|R
115|3667|hr|Agriculture and Food|John|Faso|NY|R
115|2423|hr|Public Lands and Natural Resources|Chris|Stewart|UT|R
115|2374|hr|Public Lands and Natural Resources|Ruben|Kihuen|NV|D
115|3769|hr|Transportation and Public Works|ADAM|SMITH|WA|D
115|3793|hr|Housing and Community Development|Norma|Torres|CA|D
115|3798|hr|Taxation|Jackie|Walorski|IN|R
115|3796|hr|Taxation|Marc|Veasey|TX|D
115|3790|hr|Crime and Law Enforcement|Steve|Russell|OK|R
115|3785|hr|Education|SUSAN|DAVIS|CA|D
115|3784|hr|Education|Warren|Davidson|OH|R
115|3783|hr|Finance and Financial Sector|Steve|Cohen|TN|D
115|3774|hr|Education|Luke|Messer|IN|R
115|3772|hr|Finance and Financial Sector|Andy|Barr|KY|R
115|3797|hr|International Affairs|Mark|Walker|NC|R
115|3773|hr|Education|Robert|Scott|VA|D
115|3791|hr|International Affairs|Kurt|Schrader|OR|D
115|2468|hr|Emergency Management|Scott|Perry|PA|R
115|2442|hr|Crime and Law Enforcement|SHEILA|JACKSON LEE|TX|D
115|2433|hr|Crime and Law Enforcement|Kathleen|Rice|NY|D
115|2471|hr|Crime and Law Enforcement|John|Rutherford|FL|R
115|2427|hr|Crime and Law Enforcement|Val|Demings|FL|D
115|3704|hr|Native Americans|FRANK|PALLONE|NJ|D
115|2453|hr|Government Operations and Politics|Mike|Gallagher|WI|R
115|2443|hr|Government Operations and Politics|Lou|Barletta|PA|R
115|2470|hr|Emergency Management|Mike|Rogers|AL|R
115|1950|hr|Government Operations and Politics|Tim|Murphy|PA|R
115|3019|hr|Government Operations and Politics|Mark|Meadows|NC|R
115|1721|hr|Armed Forces and National Security|David|Rouzer|NC|R
115|3765|hr|Armed Forces and National Security|Greg|Gianforte|MT|R
115|3754|hr|Armed Forces and National Security|Vicky|Hartzler|MO|R
115|3762|hr|Finance and Financial Sector|Sean|Duffy|WI|R
115|3761|hr|Taxation|K.|Conaway|TX|R
115|3766|hr|Finance and Financial Sector|James|Himes|CT|D
115|3757|hr|Taxation|Ro|Khanna|CA|D
115|3760|hr|Finance and Financial Sector|Matt|Cartwright|PA|D
115|3755|hr|Finance and Financial Sector|MAXINE|WATERS|CA|D
115|3743|hr|Transportation and Public Works|NYDIA|VELAZQUEZ|NY|D
115|3732|hr|Social Welfare|David|Reichert|WA|R
115|3752|hr|Armed Forces and National Security|Donald|Norcross|NJ|D
115|3751|hr|Government Operations and Politics|Mark|Meadows|NC|R
115|3742|hr|Education|DANNY|DAVIS|IL|D
115|3740|hr|Education|Katherine|Clark|MA|D
115|3738|hr|Agriculture and Food|JAMES|MCGOVERN|MA|D
115|3741|hr|Finance and Financial Sector|GREGORY|MEEKS|NY|D
115|3688|hr|Native Americans|Steve|King|IA|R
115|3736|hr|Finance and Financial Sector|Bill|Posey|FL|R
115|3734|hr|Education|SUSAN|DAVIS|CA|D
115|3733|hr|Government Operations and Politics|Gerald|Connolly|VA|D
115|3724|hr|Science, Technology, Communications|Scott|Peters|CA|D
115|3686|hr|Emergency Management|SHEILA|JACKSON LEE|TX|D
115|601|hr|Economics and Public Finance|NITA|LOWEY|NY|D
115|3706|hr|Native Americans|Raul|Ruiz|CA|D
115|3685|hr|Science, Technology, Communications|Bill|Flores|TX|R
115|3677|hr|Public Lands and Natural Resources|Donald|Norcross|NJ|D
115|3720|hr|Armed Forces and National Security|RICK|LARSEN|WA|D
115|3725|hr|Taxation|PATRICK|TIBERI|OH|R
115|3723|hr|Finance and Financial Sector|Steven|Palazzo|MS|R
115|3714|hr|Finance and Financial Sector|John|Katko|NY|R
115|3719|hr|Economics and Public Finance|Virginia|Foxx|NC|R
115|3722|hr|Foreign Trade and International Finance|RICHARD|NOLAN|MN|D
115|3717|hr|Taxation|STEVE|CHABOT|OH|R
115|3721|hr|Foreign Trade and International Finance|JOHN|LEWIS|GA|D
115|3716|hr|Education|Julia|Brownley|CA|D
115|3388|hr|Transportation and Public Works|Robert|Latta|OH|R
115|2359|hr|Finance and Financial Sector|Barry|Loudermilk|GA|R
115|1849|hr|Finance and Financial Sector|David|Trott|MI|R
115|3702|hr|Taxation|David|McKinley|WV|R
115|3703|hr|Education|Grace|Meng|NY|D
115|3709|hr|Education|Robert|Scott|VA|D
115|3699|hr|Agriculture and Food|MARCY|KAPTUR|OH|D
115|3700|hr|Taxation|RON|KIND|WI|D
115|3707|hr|Taxation|Linda|Sánchez|CA|D
115|3693|hr|Economics and Public Finance|Brendan|Boyle|PA|D
115|3710|hr|Education|NYDIA|VELAZQUEZ|NY|D
115|3708|hr|Taxation|David|Schweikert|AZ|R
115|3701|hr|Congress|BARBARA|LEE|CA|D
115|3694|hr|International Affairs|Jim|Banks|IN|R
115|3682|hr|Environmental Protection|Alan|Lowenthal|CA|D
115|2997|hr|Transportation and Public Works|Bill|Shuster|PA|R
115|3429|hr|Immigration|Vicente|Gonzalez|TX|D
115|3410|hr|Crime and Law Enforcement|SHEILA|JACKSON LEE|TX|D
115|3391|hr|Health|Andy|Harris|MD|R
115|3356|hr|Crime and Law Enforcement|Doug|Collins|GA|R
115|3351|hr|Immigration|F.|SENSENBRENNER|WI|R
115|3537|hr|Government Operations and Politics|DAVID|PRICE|NC|D
115|3517|hr|Commerce|NYDIA|VELAZQUEZ|NY|D
115|3531|hr|Law|Paul|Gosar|AZ|R
115|3530|hr|Crime and Law Enforcement|James|Comer|KY|R
115|3526|hr|Crime and Law Enforcement|Keith|Rothfus|PA|R
115|3521|hr|Government Operations and Politics|Bonnie|Watson Coleman|NJ|D
115|3520|hr|Civil Rights and Liberties, Minority Issues|Bonnie|Watson Coleman|NJ|D
115|3513|hr|Immigration|Elise|Stefanik|NY|R
115|3506|hr|Government Operations and Politics|Bill|Posey|FL|R
115|3504|hr|Crime and Law Enforcement|Bill|Posey|FL|R
115|3489|hr|Government Operations and Politics|Raja|Krishnamoorthi|IL|D
115|3471|hr|Immigration|Brian|Fitzpatrick|PA|R
115|3470|hr|Crime and Law Enforcement|Blake|Farenthold|TX|R
115|3462|hr|Government Operations and Politics|David|Cicilline|RI|D
115|3448|hr|Crime and Law Enforcement|Chris|Stewart|UT|R
115|3446|hr|Commerce|DARRELL|ISSA|CA|R
115|3442|hr|Government Operations and Politics|Ted|Budd|NC|R
115|3440|hr|Immigration|LUCILLE|ROYBAL-ALLARD|CA|D
115|3613|hr|Crime and Law Enforcement|Donald|Payne|NJ|D
115|3594|hr|Social Welfare|SAM|JOHNSON|TX|R
115|3591|hr|Immigration|LUIS|GUTIERREZ|IL|D
115|3585|hr|Crime and Law Enforcement|Blake|Farenthold|TX|R
115|3578|hr|Crime and Law Enforcement|DANNY|DAVIS|IL|D
115|3576|hr|Crime and Law Enforcement|Chris|Collins|NY|R
115|3571|hr|Law|Kathy|Castor|FL|D
115|3569|hr|Crime and Law Enforcement|MICHAEL|CAPUANO|MA|D
115|3564|hr|Armed Forces and National Security|Donald|Beyer|VA|D
115|3563|hr|Immigration|Nanette|Barragan|CA|D
115|3458|hr|Crime and Law Enforcement|Anthony|Brown|MD|D
115|3565|hr|Energy|Diane|Black|TN|R
115|2661|hr|Energy|Liz|Cheney|WY|R
115|2864|hr|Finance and Financial Sector|Kyrsten|Sinema|AZ|D
115|1843|hr|Taxation|Peter|Roskam|IL|R
115|3691|hr|Labor and Employment|Grace|Meng|NY|D
115|3684|hr|Government Operations and Politics|Donald|Beyer|VA|D
115|3683|hr|Taxation|Carol|Shea-Porter|NH|D
115|3687|hr|Agriculture and Food|Jeff|Fortenberry|NE|R
115|3690|hr|Taxation|David|McKinley|WV|R
115|3674|hr|Commerce|CHRISTOPHER|SMITH|NJ|R
115|3474|hr|Immigration|Raúl|Grijalva|AZ|D
115|3367|hr|Energy|Clay|Higgins|LA|R
115|3118|hr|International Affairs|Jeff|Duncan|SC|R
115|496|hr|Immigration|Mike|Coffman|CO|R
115|3680|hr|Armed Forces and National Security|Lee|Zeldin|NY|R
115|3675|hr|Congress|JAMES|COOPER|TN|D
115|3679|hr|Taxation|Tom|Reed|NY|R
115|3673|hr|Foreign Trade and International Finance|Mike|Coffman|CO|R
115|3678|hr|Taxation|ELEANOR|NORTON|DC|D
115|3672|hr|Emergency Management|RODNEY|FRELINGHUYSEN|NJ|R
115|3670|hr|Taxation|JOSEPH|CROWLEY|NY|D
115|3649|hr|Agriculture and Food|Kristi|Noem|SD|R
115|3646|hr|Agriculture and Food|David|Young|IA|R
115|3637|hr|Agriculture and Food|Ann|Kuster|NH|D
115|3624|hr|Public Lands and Natural Resources|ADAM|SMITH|WA|D
115|3610|hr|Agriculture and Food|Kristi|Noem|SD|R
115|3599|hr|Agriculture and Food|Steve|King|IA|R
115|3592|hr|Health|Pramila|Jayapal|WA|D
115|3577|hr|Agriculture and Food|Jim|Costa|CA|D
115|3566|hr|Agriculture and Food|Cheri|Bustos|IL|D
115|3556|hr|Housing and Community Development|ED|ROYCE|CA|R
115|3518|hr|Agriculture and Food|Tim|Walberg|MI|R
115|3509|hr|Agriculture and Food|Thomas|Rooney|FL|R
115|3465|hr|Families|DANNY|DAVIS|IL|D
115|3433|hr|Agriculture and Food|Robin|Kelly|IL|D
115|3436|hr|Emergency Management|Martha|McSally|AZ|R
115|3479|hr|Immigration|Will|Hurd|TX|R
115|3623|hr|Government Operations and Politics|Terri|Sewell|AL|D
115|3666|hr|Armed Forces and National Security|Paul|Tonko|NY|D
115|1807|hr|Environmental Protection|Louie|Gohmert|TX|R
115|2288|hr|Armed Forces and National Security|Mike|Bost|IL|R
115|3341|hr|Crime and Law Enforcement|Blake|Farenthold|TX|R
115|3324|hr|Immigration|DARRELL|ISSA|CA|R
115|339|hr|Immigration|Gregorio|Sablan|MP|D
115|3327|hr|Armed Forces and National Security|MIKE|THOMPSON|CA|D
115|3319|hr|Armed Forces and National Security|Marc|Veasey|TX|D
115|3248|hr|Environmental Protection|Matt|Cartwright|PA|D
115|3232|hr|Armed Forces and National Security|Brian|Mast|FL|R
115|3201|hr|Transportation and Public Works|Don|Bacon|NE|R
115|873|hr|Public Lands and Natural Resources|Mike|Gallagher|WI|R
115|510|hr|Crime and Law Enforcement|F.|SENSENBRENNER|WI|R
115|374|hr|Public Lands and Natural Resources|Jaime|Beutler|WA|R
115|2430|hr|Health|GREG|WALDEN|OR|R
115|3651|hr|Health|Aumua Amata|Radewagen|AS|R
115|3662|hr|Foreign Trade and International Finance|Brian|Mast|FL|R
115|3659|hr|Taxation|Carlos|Curbelo|FL|R
115|3318|hr|Transportation and Public Works|Michael|Turner|OH|R
115|3304|hr|Crime and Law Enforcement|Joyce|Beatty|OH|D
115|3297|hr|Immigration|Trent|Kelly|MS|R
115|3283|hr|Crime and Law Enforcement|Daniel|Donovan|NY|R
115|3265|hr|Immigration|John|Rutherford|FL|R
115|3250|hr|Immigration|JOSEPH|CROWLEY|NY|D
115|3218|hr|Armed Forces and National Security|David|Roe|TN|R
115|2210|hr|Armed Forces and National Security|Mike|Kelly|PA|R
115|3598|hr|Animals|RON|KIND|WI|D
115|3597|hr|Native Americans|Derek|Kilmer|WA|D
115|1558|hr|Finance and Financial Sector|ED|ROYCE|CA|R
115|1257|hr|Finance and Financial Sector|GREGORY|MEEKS|NY|D
115|3653|hr|Taxation|JOSEPH|CROWLEY|NY|D
115|3524|hr|Taxation|DON|YOUNG|AK|R
115|3514|hr|Public Lands and Natural Resources|Thomas|Suozzi|NY|D
115|3533|hr|Environmental Protection|Salud|Carbajal|CA|D
115|3652|hr|Taxation|Tom|Reed|NY|R
115|3648|hr|Taxation|Blaine|Luetkemeyer|MO|R
115|3108|hr|Agriculture and Food|Blake|Farenthold|TX|R
115|2805|hr|Immigration|Kathleen|Rice|NY|D
115|2626|hr|Immigration|Will|Hurd|TX|R
115|3380|hr|Environmental Protection|NYDIA|VELAZQUEZ|NY|D
115|3333|hr|Public Lands and Natural Resources|Paul|Gosar|AZ|R
115|3242|hr|Agriculture and Food|Vicky|Hartzler|MO|R
115|3235|hr|Agriculture and Food|Kristi|Noem|SD|R
115|3208|hr|Public Lands and Natural Resources|Sean|Duffy|WI|R
115|3298|hr|Congress|JOE|BARTON|TX|R
115|3641|hr|Taxation|Peter|Roskam|IL|R
115|3643|hr|Families|JOSEPH|CROWLEY|NY|D
115|3645|hr|Foreign Trade and International Finance|David|Reichert|WA|R
115|3621|hr|Science, Technology, Communications|Steve|Russell|OK|R
115|3615|hr|Health|Bill|Posey|FL|R
115|3602|hr|Health|BARBARA|LEE|CA|D
115|3570|hr|Environmental Protection|Earl|Carter|GA|R
115|3568|hr|Commerce|MICHAEL|CAPUANO|MA|D
115|3559|hr|Health|Alma|Adams|NC|D
115|3546|hr|Science, Technology, Communications|Austin|Scott|GA|R
115|3540|hr|Energy|BOBBY|RUSH|IL|D
115|3536|hr|Health|PETER|DEFAZIO|OR|D
115|3534|hr|Crime and Law Enforcement|Suzan|DelBene|WA|D
115|3525|hr|Health|DANNY|DAVIS|IL|D
115|3207|hr|Crime and Law Enforcement|Debbie|Dingell|MI|D
115|3227|hr|Crime and Law Enforcement|Raúl|Grijalva|AZ|D
115|3239|hr|Government Operations and Politics|F.|SENSENBRENNER|WI|R
115|3222|hr|Civil Rights and Liberties, Minority Issues|Joseph|Kennedy|MA|D
115|3212|hr|Crime and Law Enforcement|Martha|McSally|AZ|R
115|3211|hr|Native Americans|Ben|Lujan|NM|D
115|3364|hr|International Affairs|ED|ROYCE|CA|R
115|3640|hr|Armed Forces and National Security|John|Ratcliffe|TX|R
115|3636|hr|Education|Ruben|Kihuen|NV|D
115|3633|hr|Taxation|Mark|DeSaulnier|CA|D
115|3219|hr|Armed Forces and National Security|KAY|GRANGER|TX|R
115|3270|hr|Public Lands and Natural Resources|Paul|Cook|CA|R
115|95|hr|Armed Forces and National Security|Julia|Brownley|CA|D
115|3262|hr|Armed Forces and National Security|Ann|Kuster|NH|D
115|3180|hr|Armed Forces and National Security|Devin|Nunes|CA|R
115|3276|hr|Health|Andy|Biggs|AZ|R
115|3472|hr|Transportation and Public Works|Jenniffer|Gonzalez-Colon|PR|R
115|3475|hr|Transportation and Public Works|Brett|Guthrie|KY|R
115|3544|hr|Transportation and Public Works|Stephen|Lynch|MA|D
115|3558|hr|Armed Forces and National Security|Susan|Brooks|IN|R
115|3557|hr|Armed Forces and National Security|GREG|WALDEN|OR|R
115|3605|hr|Armed Forces and National Security|Thomas|MacArthur|NJ|R
115|3411|hr|Transportation and Public Works|Ryan|Costello|PA|R
115|3409|hr|Commerce|Marsha|Blackburn|TN|R
115|3408|hr|Transportation and Public Works|Leonard|Lance|NJ|R
115|3407|hr|Transportation and Public Works|Adam|Kinzinger|IL|R
115|3406|hr|Transportation and Public Works|FRED|UPTON|MI|R
115|3405|hr|Transportation and Public Works|Mimi|Walters|CA|R
115|3404|hr|Transportation and Public Works|Tony|Cárdenas|CA|D
115|3401|hr|Transportation and Public Works|JANICE|SCHAKOWSKY|IL|D
115|3394|hr|Health|Cathy|McMorris Rodgers|WA|R
115|3382|hr|Health|Katherine|Clark|MA|D
115|3378|hr|Health|Jackie|Walorski|IN|R
115|3374|hr|Transportation and Public Works|Kathleen|Rice|NY|D
115|3541|hr|Crime and Law Enforcement|Ted|Poe|TX|R
115|3360|hr|Health|Gregg|Harper|MS|R
115|3253|hr|Health|David|Loebsack|IA|D
115|3452|hr|Transportation and Public Works|Randy|Weber|TX|R
115|3454|hr|Economics and Public Finance|Henry|Johnson|GA|D
115|2195|hr|Government Operations and Politics|Rod|Blum|IA|R
115|3523|hr|Science, Technology, Communications|DON|YOUNG|AK|R
115|3495|hr|Health|Ben|Lujan|NM|D
115|3494|hr|Health|Michelle|Lujan Grisham|NM|D
115|3493|hr|Health|Michelle|Lujan Grisham|NM|D
115|3490|hr|Health|JAMES|LANGEVIN|RI|D
115|3484|hr|Health|John|Katko|NY|R
115|3482|hr|Health|Bill|Johnson|OH|R
115|3478|hr|Science, Technology, Communications|Jared|Huffman|CA|D
115|3473|hr|Health|Raúl|Grijalva|AZ|D
115|3457|hr|Health|Gus|Bilirakis|FL|R
115|3451|hr|Health|Jeff|Denham|CA|R
115|3450|hr|Health|JANICE|SCHAKOWSKY|IL|D
115|3449|hr|Transportation and Public Works|JANICE|SCHAKOWSKY|IL|D
115|3447|hr|Health|Lynn|Jenkins|KS|R
115|3444|hr|Agriculture and Food|Chellie|Pingree|ME|D
115|3443|hr|Health|Suzan|DelBene|WA|D
115|3430|hr|Transportation and Public Works|Brett|Guthrie|KY|R
115|3426|hr|Health|Debbie|Dingell|MI|D
115|3421|hr|Transportation and Public Works|Larry|Bucshon|IN|R
115|3420|hr|Taxation|EARL|BLUMENAUER|OR|D
115|3417|hr|Health|JANICE|SCHAKOWSKY|IL|D
115|3416|hr|Transportation and Public Works|David|McKinley|WV|R
115|3415|hr|Health|Ted|Poe|TX|R
115|3412|hr|Transportation and Public Works|Markwayne|Mullin|OK|R
